39 18060 63551
0 0     1.597070e+03 4.733700e+02
-1.1521852048184573e+00
-2.4192970467994788e+00
7.3042544848871072e-01
-1.3330164347725737e+00
-1.2748535861924997e+00
5.9216633121636518e-02
-1.2034809234160455e+00
-1.2037320941812182e+00
2.6611195657413728e-02
-2.3509003252911529e+00
-6.1664095768361760e-01
6.2736442951787055e-02
-8.8961165496836869e-01
-1.3771230552134031e+00
8.5105053019140300e-02
-2.3815734264995121e+00
-1.2866441195938567e+00
8.9985681596205888e-02
-2.3536484068377965e+00
-1.2932060454739986e+00
1.0806500484224850e-01
-2.3585947319698026e+00
4.8812106362576019e-01
1.3689434839061684e-01
-2.4323166183243807e+00
-1.3189255998226872e+00
1.9175257032162948e-01
-2.3674588177438629e+00
-1.2469856438067699e+00
2.0117538354993764e-01
-2.2671343731921514e+00
-1.3741893559555176e+00
2.1916838895910293e-01
-2.4005991340743309e+00
3.0838671077095410e+00
3.4270676802348060e-01
-6.9024194782210690e+00
1.2056384010536649e+00
2.5790753090557639e-01
-3.4278404018573303e+00
-1.3761254507591394e+00
2.8569894476434965e-01
-2.2601782389177236e+00
7.3651364780716277e-01
2.6885204625660042e-01
-2.7823663731457113e+00
6.9277812650670523e-01
2.7058075145875499e-01
-2.7343973199423277e+00
-9.2056824862129727e-01
3.1027949350450290e-01
-2.3970404726545831e+00
-7.9286181234284570e-01
3.1427621509085074e-01
-2.5318852999232440e+00
5.9022436751803398e-01
2.8992485218254571e-01
-2.6055072231538832e+00
-2.7351205885612457e+00
4.0554146295751603e-01
-1.6861219033337576e+00
-6.1725472011494187e-01
5.1334200461503088e-01
-4.6990387238826568e+00
-2.1138872083391527e+00
4.2711413809150461e-01
-2.4762945541195114e+00
-6.3833129284363044e-01
5.3483528847732165e-01
-4.7632628775353654e+00
-1.5806842541080133e+00
4.3373565904906530e-01
-2.4432359482364805e+00
-1.5470980671535040e+00
4.3666397590069606e-01
-2.4263626314223750e+00
-8.3601716768673506e-01
4.1408212871460043e-01
-2.4514047890864656e+00
-1.2012786928176054e+00
4.2252011299532655e-01
-2.3834579063409209e+00
-1.2513830051189112e+00
4.4422594260659748e-01
-2.5963249586085477e+00
-1.0203313442036155e+00
4.2194394971738014e-01
-2.3699858824657976e+00
-7.1498761880639339e-01
4.5529588435310869e-01
-2.6936087061803979e+00
-7.7704841731750351e-01
4.6142643984253301e-01
-2.5951155492317342e+00
-7.7704841731750351e-01
4.6142643984253301e-01
-2.5951155492317342e+00
-2.0953594124934400e+00
4.2395911963018124e-01
-1.3299408486800257e+00
-5.7867611449149114e-01
7.0653100013633496e-01
-5.2174742095716686e+00
-2.1024057150032118e+00
4.5224235115336853e-01
-1.6009397490772355e+00
-5.9514796257343094e-01
6.7627623386537161e-01
-4.7504147561942300e+00
-6.5356053500023148e-01
5.0533194243196577e-01
-2.9067341920702843e+00
-5.8251204695837833e-02
5.3245583640587957e-01
-3.3661738532890202e+00
-2.1478604809966577e+00
4.5185145160264678e-01
-1.4398421967852526e+00
-2.2946920137787092e+00
4.7325026447476715e-01
-1.5864653421329813e+00
-2.3049244626604151e+00
4.7420294998371582e-01
-1.5872172389387471e+00
-2.1043767021954300e+00
4.3975941605660629e-01
-1.3030368650966397e+00
-2.1691957675813112e+00
4.3695103999865087e-01
-1.2246958584882355e+00
-2.1661794410642461e+00
4.4412261328960162e-01
-1.2799783282649999e+00
-7.8483191361927684e-01
5.0018375363058099e-01
-2.5957586493617026e+00
-7.2807112332352031e-01
5.4030169226945091e-01
-2.6996042194244727e+00
-2.0603598592447119e+00
4.7705821326846165e-01
-1.3554078169003045e+00
-2.5541968843442433e+00
5.3180009026399533e-01
-1.6262739261201666e+00
-2.5648498630597141e+00
5.3970943161892349e-01
-1.6394791100886879e+00
-2.2317512400759267e+00
5.2470377029764281e-01
-1.6747575462522271e+00
-2.2317512400759267e+00
5.2470377029764281e-01
-1.6747575462522271e+00
-1.2676494194813819e+00
5.4492654098060100e-01
-2.2874169136043849e+00
-6.6603323597515296e-01
5.9890836643649648e-01
-2.9242381697920687e+00
-2.1552142861626518e+00
6.3274439858941245e-01
-2.5581710456716569e+00
-2.5691927033939921e+00
5.5709641786110786e-01
-1.6537391666851446e+00
-1.8153478428608385e+00
6.2505863375275772e-01
-2.4993007714268840e+00
-2.2262628726765730e+00
6.6694641673463928e-01
-2.6283058015093110e+00
-2.1138104754589588e+00
6.5189286063198704e-01
-2.5234836738539870e+00
-2.5923657992685869e+00
7.0038205512711083e-01
-2.5965882292354689e+00
-1.5862054222801154e+00
6.2279255424097613e-01
-2.4374132176243823e+00
-6.9351250830981515e-01
6.2247614703213361e-01
-2.7868589193053386e+00
-1.4526069526578265e+00
6.2434424237851771e-01
-2.5043038775758211e+00
-8.1960835817060795e-01
5.9740827327593904e-01
-2.4746621920872185e+00
-6.8496797732252102e-01
6.3794122406404163e-01
-2.8137784381472528e+00
-6.9301469130394022e-01
6.3637337242353165e-01
-2.7875918959829695e+00
-9.3539851888831971e-01
6.1217769600040028e-01
-2.4032118735427521e+00
-8.4484740848080075e-01
6.2032247380595007e-01
-2.4864671520703538e+00
-2.2756663136851323e+00
6.1539630334543005e-01
-1.7933907420361670e+00
-9.0445231717347219e-01
6.2030679474431993e-01
-2.4225378625388867e+00
-2.6731916295653320e+00
7.6861582503470971e-01
-2.6828230907682782e+00
-7.7892707073146128e-01
6.4925460979320992e-01
-2.5978430130277212e+00
-2.1179992748028273e+00
5.9930612895106017e-01
-1.6023296879534683e+00
-1.6012688840930991e+00
6.7883803636641615e-01
-2.4293191533258311e+00
-2.3188947608692003e+00
6.1977637542334274e-01
-1.6326596860230844e+00
-1.4677191991799368e+00
6.9349879308283957e-01
-2.5817828392929552e+00
-1.2592448164423176e+00
6.6572639166036029e-01
-2.3867944758522199e+00
-2.2670910354751239e+00
6.4255798504216022e-01
-1.7585195665034334e+00
-2.2670910354751239e+00
6.4255798504216022e-01
-1.7585195665034334e+00
-1.3705564053447643e+00
6.6122640519411524e-01
-2.2583128477207111e+00
-6.8638275364430090e-01
7.0044757315883133e-01
-2.7923719115178933e+00
-2.2639050398238898e+00
6.5467107600501973e-01
-1.8024937021046004e+00
-2.4213091559764730e+00
8.2225284899787876e-01
-2.9315063488720345e+00
-2.4093803608949464e+00
8.2370157559379842e-01
-2.8959964792853814e+00
-7.4187943852447202e-01
6.9296288912008563e-01
-2.6599106772927650e+00
-2.0767085424965805e+00
7.6407763215262436e-01
-2.5797587467365948e+00
-2.1199585479334369e+00
7.7073128996790663e-01
-2.5852568454528795e+00
-2.0959711343422267e+00
7.7210063562578424e-01
-2.5936635261209906e+00
-2.0587733129063830e+00
7.6231216386512102e-01
-2.5381438616159291e+00
-8.5576850973797070e-01
6.8581337815471999e-01
-2.4430229527486071e+00
-8.4486553028035949e-01
7.0413957905258018e-01
-2.5499170991096136e+00
-2.3657815953113186e+00
6.8275112778684710e-01
-1.6232358312863200e+00
-2.3751156612641853e+00
6.1097435660687627e-01
-1.0953841429729885e+00
-7.8537571488533708e-01
7.3776965725038735e-01
-2.5569943993402684e+00
-2.6000276862468539e+00
7.1483570755864034e-01
-1.6489142498531508e+00
-7.8418765291238723e-01
7.5011364709597339e-01
-2.5535103201916081e+00
-2.7470300101820722e+00
7.3852694347890535e-01
-1.6910797648485358e+00
-8.7020523263521443e-01
7.8410751231457299e-01
-2.6613385319156602e+00
-9.3517391779020353e-01
7.8213099455238688e-01
-2.5381890522666883e+00
-9.2827282522713961e-01
8.7029665903614384e-01
-2.9318366680295109e+00
-2.3527283906560439e+00
6.5624679330499480e-01
-1.1079500239288114e+00
-2.1470079679598357e+00
9.3052631943606900e-01
-2.6767116858141979e+00
-1.0974090513393260e+00
8.6644527936921489e-01
-2.5281445364696973e+00
9.2231426435907449e-01
3.2440859814806045e-02
-3.0570075250195936e+00
-1.2098677196477798e+00
1.7655461329974009e-01
-2.5259381622905708e+00
4.6187956570529609e-01
1.5297928094912860e-01
-2.4101698830840399e+00
-1.2941467417888961e+00
2.6689025737406086e-01
-2.5415278157315964e+00
4.8052346160993858e-01
2.4638938330079535e-01
-2.4253333512558326e+00
-7.2269611188063576e-01
3.9040336029562522e-01
-2.6814377241524108e+00
-7.2722424069569891e-01
4.1096848164033756e-01
-2.6879787712222116e+00
-6.8640664601462720e-01
4.1516053053925900e-01
-2.7464445795694923e+00
3.9180517566692313e-01
3.5376117210867464e-01
-2.4034875016772079e+00
3.8540197769798901e-01
3.5694625600561025e-01
-2.4024824298026286e+00
-8.5709835534888201e-01
4.2187227772598368e-01
-2.4814010113791021e+00
-1.0877522642687814e+00
4.3860179094183316e-01
-2.2948122073997195e+00
-7.2082732312373665e-01
4.5083016794123293e-01
-2.6271167290625326e+00
-7.2236964081755939e-01
4.6355406492598478e-01
-2.6142591840330804e+00
-2.3550793551379856e+00
6.8894388881870139e-01
-4.1912618263606731e+00
-2.0550826978144832e+00
4.3656044973262331e-01
-1.3388401535390211e+00
-1.4180346450836749e+00
5.2878087646124927e-01
-2.2223045171914384e+00
-9.5282485156772478e-01
5.2180136608721228e-01
-2.4070542622874100e+00
-7.1867176955143330e-01
5.5002775486322675e-01
-2.6270390862467452e+00
-1.3021550685352279e+00
5.4134533011466768e-01
-2.2589351853748436e+00
-2.2525985636058699e+00
5.4011712213287499e-01
-1.7113426842127875e+00
-1.1425222898854279e+00
5.4413919146717127e-01
-2.2865105941216224e+00
-7.2309456236429992e-01
5.7815305131768835e-01
-2.7005699062546396e+00
-2.1682538736584447e+00
5.4348922565413871e-01
-1.6371261256114102e+00
-2.1055491885718589e+00
6.5628032125563596e-01
-2.5086498006947391e+00
-2.6163336661348611e+00
7.0030596463143335e-01
-2.6104178481506795e+00
-2.1282156294310517e+00
6.7535812974825782e-01
-2.5633460177729126e+00
-1.3790408203132267e+00
6.0979460017368836e-01
-2.4009770047547372e+00
-7.4141250804155756e-01
6.2940543363912904e-01
-2.6265714448128334e+00
-1.8300809286296262e+00
6.8407645392812821e-01
-2.5593800678455039e+00
-1.3252656572044861e+00
6.5514443601218653e-01
-2.2842146662113882e+00
-8.5812021460717813e-01
6.7331192866340528e-01
-2.5706730716895363e+00
-2.0906050761360651e+00
7.5920180651962110e-01
-2.5864462183502712e+00
-8.4830902244430639e-01
6.9409122558888614e-01
-2.5728300337312566e+00
-1.7052870849199855e+00
7.3830538658865563e-01
-2.5206603807153702e+00
-7.2567437079869801e-01
7.1406945146906331e-01
-2.6782989080428887e+00
-1.2286347733970957e+00
7.2685453251175136e-01
-2.4166052640997444e+00
-2.3665535663190354e+00
6.3554677186275199e-01
-1.1023577850678008e+00
-1.0079388940513276e+00
7.7799836961193392e-01
-2.4676935302102088e+00
-1.2053227003994897e+00
8.3786841675994583e-01
-2.4396622790986822e+00
-1.3599068285535314e+00
5.0030380027646526e-01
-2.2599567909385931e+00
-1.4549824463380854e+00
2.6146929795577606e-01
-2.3755683006522563e+00
-1.4687340174670154e+00
2.7918668472006891e-01
-2.3496174406877519e+00
-1.4175340081728403e+00
6.4614070091072995e-01
-2.3734580113714001e+00
-1.4921051573693611e+00
2.8795194387059370e-01
-2.3643227719510871e+00
4.3373618112161055e-01
3.6647942000073264e-01
-2.6390171924706021e+00
3.3412207315585984e-01
4.2349558565905893e-01
-2.5995602867406453e+00
-1.5132769751619941e+00
2.6048178929642962e-01
-2.3422711688915654e+00
-1.3757858501746305e+00
2.5656557539608471e-01
-2.3000286253037028e+00
-1.2594922523410443e+00
3.1712985094868185e-01
-2.4001669896687661e+00
-1.3403898206313221e+00
4.2900918308524894e-01
-2.4269561897253080e+00
5.9348886948645174e-01
1.7232761559067067e-01
-2.7722664337233192e+00
7.0004982815609385e-01
2.7765781157634994e-01
-2.7831536380832591e+00
1.8254094285327976e-01
3.7089209328624734e-01
-2.4129610911309802e+00
-1.5272329040400010e+00
3.1449656005474474e-01
-2.3623732707811604e+00
-1.4789278964217425e+00
4.2163345336913871e-01
-2.3791468839021248e+00
1.3502777565657536e+00
6.2031296685040226e-02
-3.6578661453070795e+00
5.5261765295761522e-01
1.7459545540163957e-01
-2.7077654219321858e+00
-1.3649231417982537e+00
6.1958687643483368e-01
-2.2471211312739063e+00
-1.0867513501169146e+00
6.0015606856050552e-01
-2.2840921306549440e+00
-1.2470361984343836e+00
5.3465112598204589e-01
-2.2675602300992184e+00
2.5928315788694595e-01
4.2882999511108877e-01
-2.6321839546461430e+00
7.9161764814804592e-01
4.8924532131299540e-02
-2.8943812738583334e+00
-1.3110579457617195e+00
5.8249277844428826e-01
-2.4467027640557641e+00
5.9047136649477927e-01
2.9019702621404109e-01
-2.7341003542787328e+00
5.9047136649477927e-01
2.9019702621404109e-01
-2.7341003542787328e+00
3.4291879964720690e-01
3.9303104790853410e-01
-2.5757579573181539e+00
5.9759188895577464e-01
3.9844766857725156e-01
-2.7531333430693059e+00
5.5798540503029470e-01
4.3607125030725630e-01
-2.7290689593349615e+00
-1.3272086159954646e+00
3.0305019462522120e-01
-2.2051798151313102e+00
-1.5383437425682966e+00
4.3512990018173303e-01
-2.4862579451372002e+00
1.1770237620884172e+00
2.2463603157861650e-01
-3.4005385668983110e+00
1.3873017033504509e+00
2.8819642236729281e-01
-4.0476988047015192e+00
2.9729285874172862e-01
3.5406649856928402e-01
-2.6322911094166996e+00
-1.4212068992102178e+00
6.7674377595111923e-01
-2.5654256018522075e+00
-1.2897348707527825e+00
6.0360238619045681e-01
-2.2342562435475135e+00
3.8954367970127379e-01
3.8389149355096386e-01
-2.5885481224646765e+00
-1.1752576795337670e+00
6.9095350987521953e-01
-2.2652868364574230e+00
-1.5319079078830755e+00
5.7382456328592812e-01
-2.5022149247701888e+00
-1.2532206509609312e+00
6.0249498189845097e-01
-2.2462855887431208e+00
1.3196990462369664e+00
7.8298437084126246e-02
-2.4407558420614244e+00
8.9245708799612977e-01
1.3018664561647098e-01
-3.0418440559234443e+00
3.3716754508968036e+00
4.3045444023153356e-01
-7.2175766252268048e+00
7.3259788586157948e-01
9.8624615209407268e-02
-2.8355200310246271e+00
1.3664098523404711e+00
2.1459132893156127e-01
-2.5629769805030747e+00
1.0969371525703118e+00
2.0318206163006902e-01
-3.3060456002079217e+00
5.5053174103163938e-01
-5.0002434946073870e-02
-1.8734901791320182e+00
1.3256208911060503e+00
1.3207290027731836e-01
-2.3937708552567734e+00
1.3067288937533914e+00
3.7393148758291539e-01
-3.7067905147390481e+00
-2.0480218929833881e-02
3.0108576617190996e-01
-7.1811634178906247e-01
1.4081193519399922e+00
1.7481678584812438e-01
-2.2516912260693323e+00
1.4801041171116622e-02
5.7884430326768055e-01
-3.7582647955550494e+00
1.3238310589121114e+00
1.1510600320542419e-01
-2.3397695999802761e+00
-7.8606669551411867e-01
5.5746163414838046e-01
-2.5929682693158451e+00
1.4119047986642941e+00
2.5833562073482426e-02
-2.2239509065321634e+00
1.5776454194723644e+00
1.8434845029472052e-01
-2.3565706729140024e+00
-1.0782429304922596e+00
6.3077556264961565e-01
-2.3040337380563130e+00
-1.1950646604161625e+00
6.4681716723419169e-01
-2.2674530203784267e+00
1.6167282530832061e+00
1.8667273745859872e-01
-2.1837209427044217e+00
3.7937182839171096e-01
3.2972210820405345e-01
-2.5907362297884178e+00
-3.3025165255375598e-02
3.0889529156867851e-01
-6.9511174017591915e-01
-2.3930157301534166e-02
3.3578470302037744e-01
-7.1507659710477189e-01
1.5925046669729046e+00
7.6783128541057843e-02
-2.2296700462519432e+00
1.6843709158154856e+00
2.0453430881099471e-01
-2.1678735820579904e+00
1.4540850951831672e+00
2.9559863171529543e-01
-2.2754151819810606e+00
-1.8305476884350300e-01
2.4861348038760864e-01
-7.1866844188378320e-01
-1.5552685810754216e-01
2.7503423649514647e-01
-7.0896587612948847e-01
-9.1737308478354718e-01
4.1208753497157991e-01
-1.8900418893789972e+00
6.4381464253810505e-01
8.1787376010810153e-02
-2.7543496365264142e+00
1.3338109150534065e+00
1.6887345546930899e-01
-2.2981278977285973e+00
1.5630658241830166e+00
3.5411299037614369e-01
-2.6892919792955277e+00
2.1901746337026577e+00
4.9617077336448767e-01
-2.8406261063527025e+00
8.6994530099137324e-02
5.7109362690081744e-01
-3.2162305812406258e+00
-1.1623800751012858e+00
7.8394337462387065e-01
-2.4180273830528067e+00
-1.1018986849390850e+00
8.0413116965327391e-01
-2.4584447392865276e+00
1.3435712906304347e+00
2.1170090912113894e-02
-2.2773948447451025e+00
1.3290546556653788e+00
1.5561946584222003e-01
-2.3091543492682884e+00
1.5838093599495304e+00
1.6795303602462547e-01
-2.1779524755105237e+00
1.5442661017228163e+00
2.3346351016257708e-01
-2.2659477708153242e+00
1.7116646072813415e+00
2.3564107283122754e-01
-2.2361054971621450e+00
1.3851104827802059e+00
2.5506149572935544e-01
-2.2510412300935005e+00
1.5500524642232196e+00
2.6282514484119568e-01
-2.3059752236914850e+00
-7.8094349930093021e-01
3.2556550705732606e-01
-2.8941828208304541e+00
1.9210641953257050e+00
3.9970793521418657e-01
-2.9854965930367983e+00
1.4826620798294639e+00
3.6136110164480773e-01
-2.4990507331360123e+00
-4.8336594667117434e-02
3.2912511725271021e-01
-7.1949777205665555e-01
-8.6287258878319717e-01
8.4635872002186519e-01
-2.9347866360530626e+00
-1.1014533064425660e+00
1.3126198481788569e-02
-3.0052377282824516e-01
1.9069554454126700e+00
-6.3366763324641612e-02
-2.2132256209810799e+00
1.4965279608986315e+00
-5.1385114844927249e-02
-2.1243209019531166e+00
-7.6331506686739281e-01
4.4535430467487550e-03
-2.9307076114820227e+00
1.3268933431684544e+00
5.9682246454741787e-02
-2.3029378630493103e+00
9.6205508794946881e-01
5.7056546336445683e-02
-3.1339821298682153e+00
1.6643558718170444e+00
2.2461129410072367e-01
-2.1431671050414844e+00
8.5101356197775790e-01
2.5803250510932291e-01
-3.0092015630250275e+00
1.4215786005217730e+00
2.3966478850648881e-01
-2.2119246197332312e+00
-3.3696308173125161e-01
3.7787307840876183e-01
-3.9027568040072094e+00
1.9189248592363490e+00
3.3721886958577080e-01
-2.3405137413569430e+00
-1.0797215174605386e+00
3.2511640650168649e-01
-2.1976176379112102e+00
-1.5610074313243322e-01
2.3054085150357520e-01
-7.1233529629856340e-01
-1.6871120779923318e-01
2.2526585244593508e-01
-6.5109515791269512e-01
-1.6871120779923318e-01
2.2526585244593508e-01
-6.5109515791269512e-01
-7.3917034000882476e-01
3.8651994611649643e-01
-2.7729584551013109e+00
-9.9896801763265819e-01
4.6826943181798414e-01
-2.3906612944980541e+00
-6.8789237069212394e-01
7.1233956075580640e-01
-2.8761277484293486e+00
-1.2325193405100654e+00
7.3040159221674794e-01
-2.3747754266932311e+00
-1.2462567503639554e+00
7.3288708390090929e-01
-2.2798773825170970e+00
1.0539563720787615e+00
3.8673102806598761e-02
-3.2696351556269532e+00
-9.9147775076457478e-01
1.2063539557587025e-01
-2.3912173544778486e+00
5.8176508294975171e-01
1.0150026558699946e-01
-2.7311860914228347e+00
-1.1303331483578137e-01
1.2333256439697553e-01
-6.9043802788269926e-01
1.6533408467294541e+00
1.1849997011771861e-01
-2.1189659608481000e+00
-1.1281839925916012e-01
1.2984244608990092e-01
-6.8853202142289505e-01
1.3252000419231629e+00
2.5709720399445862e-01
-2.4714976064645287e+00
1.6706309346436699e+00
2.5366883120099326e-01
-2.1327257432286766e+00
-8.2868240788915370e-01
3.0007711251740898e-01
-2.5363205687870058e+00
2.1283030646006158e+00
3.3850111825181695e-01
-2.5787334826330084e+00
8.6910876181502517e-01
3.8482010227361441e-01
-3.2268477191200637e+00
2.0385662588540003e+00
4.1968815238464902e-01
-2.9184642594194674e+00
2.5579311640304331e-01
4.0922323145780720e-01
-2.7015553185804042e+00
3.6635733613339255e-01
4.1590695968058927e-01
-2.6031743603528450e+00
2.1928726242800090e+00
4.8848445532048906e-01
-2.8391632407330785e+00
2.1308938879249026e-01
5.1573397518594544e-01
-3.1640667938508726e+00
-9.9300624353910807e-02
2.8831982018959496e-01
